,text,favorite_count,retweet_count,country,sentiment
2643,Among migrants waiting in Mexico to get asylum in the U.S are thousands of Africans demanding passage in. They're more coordinated than their Central American caravan counterparts/formed an official organization to spread their message. READ: https://t.co/OCL8Ul1z9g https://t.co/YcjT4nmLvu,298,238,USA,-0.2263
2644,House Republicans demand details on Dems' mysterious trips to Mexico https://t.co/hKFyAkCIZY #FoxNewsDems Coaching Migrants On How To Exploit USA Immigration Laws.,298,352,USA,-0.2263
2645,@charliekirk11 Because Elizabeth Warren wasn't name-checked in a manifesto and didn't laugh at a rallygoer who said migrants should be shot.,298,13,USA,-0.4449
2646,"@ericbradner @neeratanden The President threatened to use the US military against refugee caravans he falsely claimed was an ""invasion"" and even suggested they could be shot. Men, women and children refugees. Where did the El Paso shooter get his ideas?https://t.co/MhQrUfKvKZ",298,101,USA,-0.4588
2647,@jodotcom @bledwine Pia Klemp's TED talk is enlightening. Europe is doing the same to refugees seeking asylum as trump&amp;co are doing here. And criminalizing humanitarians.  It's a worldwide crisis. (It really does not help that I'm also watching #TheFamilyNetflix.)We must act in #Solidarity.,298,48,USA,-0.5142
2648,"New: Years after quitting her job as an attny for Immigration and Customs Enforcement, Laura Pena returned to the fight -- defending migrants she'd once prosecuted. Then, a perplexing family separation case forced her to call upon everything she'd learned https://t.co/KgKkTGoHYv",298,186,USA,-0.802
2649,"According to new book, Trump suggested shooting migrants who crossed the border in the legs to slow them down.Nothing I repeat nothing is too low for this racist prick. Wow.https://t.co/5vFjbvPu97",297,114,USA,-0.1989
2650,"Armed lurker, an avid Trump supporter, had to be arrested . Check out his truck!El Paso 'on edge' after armed Trump supporter detained for lurking outside migrant community center - https://t.co/AqJLYMI2XT",297,271,USA,-0.2942
2651,"African Migrants Arrested in Guatemala!  Police raided a coyote ""safe house"" arresting 21 African migrants. 15 men and 6 women (1 pregnant). The arrest short circuited the migrants planned journey north. They are scheduled for immediate deportation. (No coyotes were on site) https://t.co/6QDPn5FlQE",297,221,USA,-0.4389
2652,"Haven't been on Twitter much the past 2 days. I look at it today and find #TrumpBodyCount trending.Why would #TrumpBodyCount trend?Hmm, Puerto Rico?Dead migrants?Massacres?I get it now. #TrumpBodyCount",297,136,USA,-0.7399
2653,"Somali Refugee Rapes Woman in Public, in front of her child! Obama's plan to Culturally Enrich Minnesota with Muslim Refugees has Failed!Wasn't their stay supposed to temporary?@realDonaldTrump @GOP Can we send them home now? [?] https://t.co/sO7GaPq9pj",297,424,USA,-0.8727
2654,"Authorities arrested 2 #Somali men in the US who tried to join the #ISIS #Terrorist group and attended a gym in preparation to behead non-Muslims.The pair came in as #Refugees, and one obtained permanent legal residency, according to court docs.https://t.co/u43dpKiRXy",294,325,USA,-0.1027
2655,".@StateDept announces the Trump administration plans to set a refugee cap of 18,000 for 2020. This is a historic low, down from 30K this yr &amp; a height of 110K at one point during the Obama admin. They submitted the president's annual report to congress on the proposition today.",294,223,USA,-0.2732
2656,"While we are all paying attn to the WH disaster, they have gone ahead &amp; decided to accept FEWER refugees into the US than at any other time in history. This, during the WORST refugee crisis in the world. Shameful, wrong, not our values. #LoveTheStranger https://t.co/5WXXkJh1uB",294,129,USA,-0.9638
2657,Big Bend Sector Border Patrol agents apprehended 10 Chinese migrants on Tuesday who were illegally present in the U.S. They were caught after being abandoned by a human smuggler. https://t.co/X6nVRcKmrv,293,241,USA,-0.7269
2658,"We reject any claim that Jesus would sanction the expelling of immigrants, the rejection of refugees, or the walling off of foreign neighbors under duress. He would be sickened by the cruelty they are being subjected to.#SundayMorning https://t.co/RjYp6HtctJ",293,105,USA,-0.9451
2659,Ann Coulter suggests Donald Trump should be charged for employing undocumented migrant workers https://t.co/HCafMnnvWh,292,90,USA,-0.2023
2660,Nearly 1M migrants arrested along southern border during government's 2019 fiscal year https://t.co/ett3saN0o6 via @FOX2now,292,95,USA,-0.4767
2661,The death of yet another migrant in federal custody on New Mexico's southern border is inexcusable and appalling. I share the concerns of New Mexicans and Americans who expect and deserve answers about this situation and the others that have come before.,292,92,USA,-0.6369
2662,"Hindu, Sikh, Jain, Buddhist, &amp; Christian refugees are originally Indians persecuted abroad.  Are Rohingyas, Bengladeshis, and Pakistani Islamic terrorists Indians?  They are illegals settled in India, who will be thrown out! https://t.co/oIqVb1o4wM",292,132,USA,-0.7712
2663,You need to understand that passing this all remove any protections for migrant children. This is BAD.  Why the hurry @LindseyGrahamSC to indict cruelty on innocent children? https://t.co/PsjTg8sHB6,292,172,USA,-0.7739
2664,Sudanese Migrant Jailed for 'Extremely Savage' Murder of Woman Who Refused Sex https://t.co/4BblZEiMqf,292,303,USA,-0.9283
2665,The billionaire founder of Chobani has a plan to solve the world's growing refugee crisis: Give them jobs https://t.co/Sz8kk1vQAk,291,113,USA,-0.3818
2666,Locking kids in cages is child abuse Being a refugee is not illegal Why are our tax dollars supporting Human Rights Violations? #ThursdayThoughts https://t.co/I6UKqXM7lI,290,161,USA,-0.4168
2667,"USDA headquarters is in chaos, with a mass exodus due to it moving to FUCKING KANSAS, the Secretary of Agriculture is openly antagonistic towards farmers, Homeland Security is driving away or imprisoning migrant labor, and the President is forcing the Chinese ag market away.",290,148,USA,-0.6124
2668,"So because of the Trump Administration's new Migrant ""Protection"" Policy (MPP), we are sending people seeking asylum, a LEGAL process, families, children away. Turning our backs on them and leaving them without resources where they risk falling prey to organized crime and cartels",290,179,USA,-0.633
2669,"Democrat-run, migrant-packed California leads the nation in poverty, according to a Census report which considers housing costs alongside their income from wages and salaries18.2 percent of California's population is poor, far above poverty rate in AR, MS and WVVote Dems Out",290,153,USA,-0.8658
2670,"4,759 Musl!m refugees, from 35 countries, entered the US in FY19...When Ilhan Omar says [?]@POTUS[?] has a musl!m ban, remind the liar of these cold hard facts.Just So You Know! There is No Muslim Ban#ImmigrationReformNow #closetheborder  https://t.co/EeKEVrmdFH",290,356,USA,-0.9364
2671,Europe's illegal immigration crisis is centered in Greece and the Greeks are fed up. I report from a Greek Coast Guard vessel and refugee camps. Watch our @FullMeasureNews  Season 5 opener this Sunday. How to watch on TV or online: https://t.co/6Nb3q5xfny,289,140,USA,-0.8271
2672,"Mad man Trump bungles through Turkey affair with one interesting result - uniting Rs and Ds against his simplistic reaction, to pull out the troops, to put at risk migrants and Syrians and Turks -  https://t.co/loUzgsJaBs",288,135,USA,-0.3818
2673,Today we've decided we're mad. We're fed up of all the BS going on.-Women facing medical negligence at Karnes.-Said women being transferred to keep things hushed.-Making room for FAMILIES at said ^ facility.-Slashing the refugee cap to 18KThe list goes on...,288,120,USA,-0.6486
2674,"EXCLUSIVE: 3-Time Deported Migrant Charged in Houston Freeway Shooting HomicidesQUESTION: DO YOU BELIEVE DEM LEADERS, THEIR PACS AND MEDIA ENABLED THIS CRIMINAL BY THEIR RESISTANCE TO US IMMIGRATION LAWS?   Yes? No?https://t.co/R14QTCKABT",287,333,USA,-0.5484
2675,"It's impossible to be devoted to the Jesus of the Scriptures, while refusing refugees, expelling immigrants, demonizing Muslims, vilifying people of color, worshiping political power, and neglecting the poor.#SundayMorning https://t.co/YvfmeCW3vo",287,114,USA,-0.7506
2676,"Number of migrants STOPPED at the Mexican border so far this year reaches 811,000.Trump credits Mexico &amp; Central America with helping 2 cut border arrests by nearly 60% over the past few months. Trump is getting it done!Dems batting Z E R O! https://t.co/gbLpezGT2T",286,220,USA,-0.4619
2677,"Since the Trump administration is no longer giving migrants vaccinations allowing them to be infected with a disease which can cause lifelong injury, yes... this is considered genocide under international law. https://t.co/wf3JvBqwba",286,181,USA,-0.7003
2678,"When suggesting that border patrol shoot migrants in the legs to 'slow them down,' Trump ""was frustrated"" ... and wanted  ""quick fix,"" said Thomas D. Homan, served as Mr. Trump's acting director of ICE.  https://t.co/qycSCM9HQy",286,141,USA,-0.7003
2679,"We ignored pleas of help from Jewish refugees during World War II, in part because of hyped up fears that in their midst would be Nazi spies, and as a result, many of them suffered and died at the hands of Adolf Hitler.",286,79,USA,-0.9201
2680,these guys laughed at migrant families face down dead in the rio grande but they clutch pearls for the koch bros,285,65,USA,-0.1655
2681,"The Trump Administration Is Proposing To Slash The Refugee Ceiling To 18,000 https://t.co/ZVLoteHbbD",285,86,USA,-0.2732
2682,"Maybe we should refer to Bahamanian refugees as ""Chrissy Teigen"" so Trump will give a shit.",285,35,USA,-0.5574
2683,"The head of the Jesuit Order is in the news for the 2nd time this week after proclaiming that ""No country has the right to 'reject migrants'"", now he says the Devil isn't real. Say what???https://t.co/2PPgrxUKzQ",285,201,USA,-0.8702
2684,@blogdiva @NicoleFroio And I still don't know what happens to the newborns taken from migrant mothers who are being prosecuted under Zero Tolerance: https://t.co/jnvXHv0nTa,284,148,USA,-0.1027
2685,".@AOC apologizes to migrants on behalf of the U.S. for its ""dehumanizing policies."" https://t.co/5lx4BmneeH",284,150,USA,-0.2263
2686,California sues the bigoted Trump administration over a new rule allowing indefinite detention of migrant children and their families.#Resisthttps://t.co/aQrfRZZPOJ,283,137,USA,-0.3612
2687,State Dept. Rejects More Migrants as Likely 'Public Charge' https://t.co/Az9l8m3CnK via @BreitbartNews @NeilMunroDC,283,87,USA,-0.4939
2688,"She wouldn't be having middle of the night Twitter rants. She wouldn't be taking migrant children from their parents.She wouldn't be using mass shootings to marginalize Muslims. She wouldn't be calling Nazis and racists ""fine people.""#TuesdayThoughts https://t.co/inz8Z5c61R",283,90,USA,-0.6124
